"","Quarter","Region","State","Purpose","Trips"
"431",2010-07-01,"Adelaide Hills","South Australia","Holiday",6.7521319
"432",2010-10-01,"Adelaide Hills","South Australia","Holiday",13.1153901
"433",2011-01-01,"Adelaide Hills","South Australia","Holiday",6.3379975
"434",2011-04-01,"Adelaide Hills","South Australia","Holiday",8.0623412
"435",2011-07-01,"Adelaide Hills","South Australia","Holiday",5.6189895
"436",2011-10-01,"Adelaide Hills","South Australia","Holiday",16.751851
"437",2012-01-01,"Adelaide Hills","South Australia","Holiday",4.6416648
"438",2012-04-01,"Adelaide Hills","South Australia","Holiday",22.0608883
"439",2012-07-01,"Adelaide Hills","South Australia","Holiday",4.7464807
"440",2012-10-01,"Adelaide Hills","South Australia","Holiday",4.9041933
"441",2013-01-01,"Adelaide Hills","South Australia","Holiday",2.9074736
"442",2013-04-01,"Adelaide Hills","South Australia","Holiday",24.2493715
"443",2013-07-01,"Adelaide Hills","South Australia","Holiday",13.6249076
"444",2013-10-01,"Adelaide Hills","South Australia","Holiday",15.584661
"445",2014-01-01,"Adelaide Hills","South Australia","Holiday",13.1612756
"446",2014-04-01,"Adelaide Hills","South Australia","Holiday",19.9885048
"447",2014-07-01,"Adelaide Hills","South Australia","Holiday",4.2122145
"448",2014-10-01,"Adelaide Hills","South Australia","Holiday",4.1815956
"449",2015-01-01,"Adelaide Hills","South Australia","Holiday",12.0771581
"450",2015-04-01,"Adelaide Hills","South Australia","Holiday",26.4468084
"451",2015-07-01,"Adelaide Hills","South Australia","Holiday",18.9311208
"452",2015-10-01,"Adelaide Hills","South Australia","Holiday",20.767052
"453",2016-01-01,"Adelaide Hills","South Australia","Holiday",21.6138858
"454",2016-04-01,"Adelaide Hills","South Australia","Holiday",11.2939838
"455",2016-07-01,"Adelaide Hills","South Australia","Holiday",15.490573
"456",2016-10-01,"Adelaide Hills","South Australia","Holiday",14.3433173
"457",1998-01-01,"Adelaide Hills","South Australia","Other",0
"458",1998-04-01,"Adelaide Hills","South Australia","Other",4.6416225
"459",1998-07-01,"Adelaide Hills","South Australia","Other",2.5551154
"460",1998-10-01,"Adelaide Hills","South Australia","Other",0.7742269
"461",1999-01-01,"Adelaide Hills","South Australia","Other",0
"462",1999-04-01,"Adelaide Hills","South Australia","Other",0
"463",1999-07-01,"Adelaide Hills","South Australia","Other",0
"464",1999-10-01,"Adelaide Hills","South Australia","Other",2.2665789
"465",2000-01-01,"Adelaide Hills","South Australia","Other",0
"466",2000-04-01,"Adelaide Hills","South Australia","Other",1.7767214
"467",2000-07-01,"Adelaide Hills","South Australia","Other",0
"468",2000-10-01,"Adelaide Hills","South Australia","Other",0
"469",2001-01-01,"Adelaide Hills","South Australia","Other",0.3505485
"470",2001-04-01,"Adelaide Hills","South Australia","Other",1.9370989
"471",2001-07-01,"Adelaide Hills","South Australia","Other",0
"472",2001-10-01,"Adelaide Hills","South Australia","Other",0
"473",2002-01-01,"Adelaide Hills","South Australia","Other",0
"474",2002-04-01,"Adelaide Hills","South Australia","Other",3.7257407
"475",2002-07-01,"Adelaide Hills","South Australia","Other",0
"476",2002-10-01,"Adelaide Hills","South Australia","Other",0
"477",2003-01-01,"Adelaide Hills","South Australia","Other",0.6332154
"478",2003-04-01,"Adelaide Hills","South Australia","Other",3.6678782
"479",2003-07-01,"Adelaide Hills","South Australia","Other",3.0060054
"480",2003-10-01,"Adelaide Hills","South Australia","Other",0
"481",2004-01-01,"Adelaide Hills","South Australia","Other",1.063292
"482",2004-04-01,"Adelaide Hills","South Australia","Other",2.0589476
"483",2004-07-01,"Adelaide Hills","South Australia","Other",0.8917248
"484",2004-10-01,"Adelaide Hills","South Australia","Other",0.6858324
"485",2005-01-01,"Adelaide Hills","South Australia","Other",0
"486",2005-04-01,"Adelaide Hills","South Australia","Other",1.8917965
"487",2005-07-01,"Adelaide Hills","South Australia","Other",0.6089545
"488",2005-10-01,"Adelaide Hills","South Australia","Other",0
"489",2006-01-01,"Adelaide Hills","South Australia","Other",0.85997
"490",2006-04-01,"Adelaide Hills","South Australia","Other",1.25749
"491",2006-07-01,"Adelaide Hills","South Australia","Other",2.195824
"492",2006-10-01,"Adelaide Hills","South Australia","Other",2.448203
"493",2007-01-01,"Adelaide Hills","South Australia","Other",0.8895071
"494",2007-04-01,"Adelaide Hills","South Australia","Other",1.1913984
"495",2007-07-01,"Adelaide Hills","South Australia","Other",1.1651694
"496",2007-10-01,"Adelaide Hills","South Australia","Other",0.6422861
"497",2008-01-01,"Adelaide Hills","South Australia","Other",0
"498",2008-04-01,"Adelaide Hills","South Australia","Other",0.7693277
"499",2008-07-01,"Adelaide Hills","South Australia","Other",1.2218403
"500",2008-10-01,"Adelaide Hills","South Australia","Other",2.4349158
"501",2009-01-01,"Adelaide Hills","South Australia","Other",1.1392864
"502",2009-04-01,"Adelaide Hills","South Australia","Other",0
"503",2009-07-01,"Adelaide Hills","South Australia","Other",1.0324881
"504",2009-10-01,"Adelaide Hills","South Australia","Other",0
"505",2010-01-01,"Adelaide Hills","South Australia","Other",2.6697268
"506",2010-04-01,"Adelaide Hills","South Australia","Other",0
"507",2010-07-01,"Adelaide Hills","South Australia","Other",0.5132324
"508",2010-10-01,"Adelaide Hills","South Australia","Other",0.6433945
"509",2011-01-01,"Adelaide Hills","South Australia","Other",0.5816382
"510",2011-04-01,"Adelaide Hills","South Australia","Other",0
"511",2011-07-01,"Adelaide Hills","South Australia","Other",2.3308912
"512",2011-10-01,"Adelaide Hills","South Australia","Other",0.3166023
"513",2012-01-01,"Adelaide Hills","South Australia","Other",0.7022849
"514",2012-04-01,"Adelaide Hills","South Australia","Other",1.762161
"515",2012-07-01,"Adelaide Hills","South Australia","Other",0
"516",2012-10-01,"Adelaide Hills","South Australia","Other",1.2862624
"517",2013-01-01,"Adelaide Hills","South Australia","Other",2.884592
"518",2013-04-01,"Adelaide Hills","South Australia","Other",0.6894667
"519",2013-07-01,"Adelaide Hills","South Australia","Other",0.939753
"520",2013-10-01,"Adelaide Hills","South Australia","Other",6.6505357
"521",2014-01-01,"Adelaide Hills","South Australia","Other",4.9562415
"522",2014-04-01,"Adelaide Hills","South Australia","Other",1.3880559
"523",2014-07-01,"Adelaide Hills","South Australia","Other",1.3276584
"524",2014-10-01,"Adelaide Hills","South Australia","Other",1.4141489
"525",2015-01-01,"Adelaide Hills","South Australia","Other",2.1377702
"526",2015-04-01,"Adelaide Hills","South Australia","Other",1.7699414
"527",2015-07-01,"Adelaide Hills","South Australia","Other",2.9132519
"528",2015-10-01,"Adelaide Hills","South Australia","Other",8.3484868
"529",2016-01-01,"Adelaide Hills","South Australia","Other",4.2667241
"530",2016-04-01,"Adelaide Hills","South Australia","Other",0.2626329
"531",2016-07-01,"Adelaide Hills","South Australia","Other",2.6701848
"532",2016-10-01,"Adelaide Hills","South Australia","Other",0.3677726
"533",1998-01-01,"Adelaide Hills","South Australia","Visiting",2.988178
"534",1998-04-01,"Adelaide Hills","South Australia","Visiting",7.753242
"535",1998-07-01,"Adelaide Hills","South Australia","Visiting",3.5971861
"536",1998-10-01,"Adelaide Hills","South Australia","Visiting",8.3452444
"537",1999-01-01,"Adelaide Hills","South Australia","Visiting",2.1980095
"538",1999-04-01,"Adelaide Hills","South Australia","Visiting",9.2934157
"539",1999-07-01,"Adelaide Hills","South Australia","Visiting",5.1374584
"540",1999-10-01,"Adelaide Hills","South Australia","Visiting",3.6958415
"541",2000-01-01,"Adelaide Hills","South Australia","Visiting",2.1794682
"542",2000-04-01,"Adelaide Hills","South Australia","Visiting",0.9406399
"543",2000-07-01,"Adelaide Hills","South Australia","Visiting",0.7776381
"544",2000-10-01,"Adelaide Hills","South Australia","Visiting",6.515741
"545",2001-01-01,"Adelaide Hills","South Australia","Visiting",8.2289248
"546",2001-04-01,"Adelaide Hills","South Australia","Visiting",10.2168734
"547",2001-07-01,"Adelaide Hills","South Australia","Visiting",8.5900458
"548",2001-10-01,"Adelaide Hills","South Australia","Visiting",12.6106848
"549",2002-01-01,"Adelaide Hills","South Australia","Visiting",8.4995226
"550",2002-04-01,"Adelaide Hills","South Australia","Visiting",9.4753364
"551",2002-07-01,"Adelaide Hills","South Australia","Visiting",10.7763782
"552",2002-10-01,"Adelaide Hills","South Australia","Visiting",81.1021091
"553",2003-01-01,"Adelaide Hills","South Australia","Visiting",7.3269939
"554",2003-04-01,"Adelaide Hills","South Australia","Visiting",9.5113885
"555",2003-07-01,"Adelaide Hills","South Australia","Visiting",19.3420354
"556",2003-10-01,"Adelaide Hills","South Australia","Visiting",22.7892947
"557",2004-01-01,"Adelaide Hills","South Australia","Visiting",12.4842808
"558",2004-04-01,"Adelaide Hills","South Australia","Visiting",15.1306263
"559",2004-07-01,"Adelaide Hills","South Australia","Visiting",14.0430339
"560",2004-10-01,"Adelaide Hills","South Australia","Visiting",7.8156616
"561",2005-01-01,"Adelaide Hills","South Australia","Visiting",9.6562298
"562",2005-04-01,"Adelaide Hills","South Australia","Visiting",5.799967
"563",2005-07-01,"Adelaide Hills","South Australia","Visiting",9.4732326
"564",2005-10-01,"Adelaide Hills","South Australia","Visiting",19.4286558
"565",2006-01-01,"Adelaide Hills","South Australia","Visiting",6.501905
"566",2006-04-01,"Adelaide Hills","South Australia","Visiting",9.52855
"567",2006-07-01,"Adelaide Hills","South Australia","Visiting",10.031516
"568",2006-10-01,"Adelaide Hills","South Australia","Visiting",14.003056
"569",2007-01-01,"Adelaide Hills","South Australia","Visiting",16.7443756
"570",2007-04-01,"Adelaide Hills","South Australia","Visiting",15.6717698
"571",2007-07-01,"Adelaide Hills","South Australia","Visiting",13.4871983
"572",2007-10-01,"Adelaide Hills","South Australia","Visiting",10.3024785
"573",2008-01-01,"Adelaide Hills","South Australia","Visiting",10.2529087
"574",2008-04-01,"Adelaide Hills","South Australia","Visiting",14.1100937
"575",2008-07-01,"Adelaide Hills","South Australia","Visiting",22.719851
"576",2008-10-01,"Adelaide Hills","South Australia","Visiting",15.8255302
"577",2009-01-01,"Adelaide Hills","South Australia","Visiting",21.5836847
"578",2009-04-01,"Adelaide Hills","South Australia","Visiting",14.1342226
"579",2009-07-01,"Adelaide Hills","South Australia","Visiting",11.4373058
"580",2009-10-01,"Adelaide Hills","South Australia","Visiting",10.1824152
"581",2010-01-01,"Adelaide Hills","South Australia","Visiting",9.0391551
"582",2010-04-01,"Adelaide Hills","South Australia","Visiting",12.1397887
"583",2010-07-01,"Adelaide Hills","South Australia","Visiting",15.8184019
"584",2010-10-01,"Adelaide Hills","South Australia","Visiting",16.3956495
"585",2011-01-01,"Adelaide Hills","South Australia","Visiting",18.1988943
"586",2011-04-01,"Adelaide Hills","South Australia","Visiting",9.7830234
"587",2011-07-01,"Adelaide Hills","South Australia","Visiting",7.0316674
"588",2011-10-01,"Adelaide Hills","South Australia","Visiting",16.3445219
"589",2012-01-01,"Adelaide Hills","South Australia","Visiting",9.5684211
"590",2012-04-01,"Adelaide Hills","South Australia","Visiting",14.8100992
"591",2012-07-01,"Adelaide Hills","South Australia","Visiting",12.2734493
"592",2012-10-01,"Adelaide Hills","South Australia","Visiting",22.8520712
"593",2013-01-01,"Adelaide Hills","South Australia","Visiting",36.718419
"594",2013-04-01,"Adelaide Hills","South Australia","Visiting",19.3726192
"595",2013-07-01,"Adelaide Hills","South Australia","Visiting",9.0138821
"596",2013-10-01,"Adelaide Hills","South Australia","Visiting",14.2152933
"597",2014-01-01,"Adelaide Hills","South Australia","Visiting",8.7845654
"598",2014-04-01,"Adelaide Hills","South Australia","Visiting",17.4751866
"599",2014-07-01,"Adelaide Hills","South Australia","Visiting",13.9155678
"600",2014-10-01,"Adelaide Hills","South Australia","Visiting",19.430325
"601",2015-01-01,"Adelaide Hills","South Australia","Visiting",17.6194398
"602",2015-04-01,"Adelaide Hills","South Australia","Visiting",28.1777465
"603",2015-07-01,"Adelaide Hills","South Australia","Visiting",14.967952
"604",2015-10-01,"Adelaide Hills","South Australia","Visiting",14.1028944
"605",2016-01-01,"Adelaide Hills","South Australia","Visiting",29.4413444
"606",2016-04-01,"Adelaide Hills","South Australia","Visiting",2.3717196
"607",2016-07-01,"Adelaide Hills","South Australia","Visiting",17.4467381
"608",2016-10-01,"Adelaide Hills","South Australia","Visiting",37.5658287
"609",1998-01-01,"Alice Springs","Northern Territory","Business",7.5351074
"610",1998-04-01,"Alice Springs","Northern Territory","Business",3.3563886
"611",1998-07-01,"Alice Springs","Northern Territory","Business",21.7776673
"612",1998-10-01,"Alice Springs","Northern Territory","Business",3.9771463
"613",1999-01-01,"Alice Springs","Northern Territory","Business",18.4124016
"614",1999-04-01,"Alice Springs","Northern Territory","Business",16.4054032
"615",1999-07-01,"Alice Springs","Northern Territory","Business",8.6520996
"616",1999-10-01,"Alice Springs","Northern Territory","Business",15.8996215
"617",2000-01-01,"Alice Springs","Northern Territory","Business",4.8812172
"618",2000-04-01,"Alice Springs","Northern Territory","Business",11.2270142
"619",2000-07-01,"Alice Springs","Northern Territory","Business",7.2638197
"620",2000-10-01,"Alice Springs","Northern Territory","Business",24.4381962
"621",2001-01-01,"Alice Springs","Northern Territory","Business",9.9557335
"622",2001-04-01,"Alice Springs","Northern Territory","Business",16.2718147
"623",2001-07-01,"Alice Springs","Northern Territory","Business",15.7431957
"624",2001-10-01,"Alice Springs","Northern Territory","Business",15.2398063
"625",2002-01-01,"Alice Springs","Northern Territory","Business",11.2919954
"626",2002-04-01,"Alice Springs","Northern Territory","Business",16.3421441
"627",2002-07-01,"Alice Springs","Northern Territory","Business",20.7397677
"628",2002-10-01,"Alice Springs","Northern Territory","Business",23.9216337
"629",2003-01-01,"Alice Springs","Northern Territory","Business",1.0084255
"630",2003-04-01,"Alice Springs","Northern Territory","Business",19.3528331
"631",2003-07-01,"Alice Springs","Northern Territory","Business",9.7576477
"632",2003-10-01,"Alice Springs","Northern Territory","Business",18.4045143
"633",2004-01-01,"Alice Springs","Northern Territory","Business",9.5790425
"634",2004-04-01,"Alice Springs","Northern Territory","Business",8.8005499
"635",2004-07-01,"Alice Springs","Northern Territory","Business",10.7824435
"636",2004-10-01,"Alice Springs","Northern Territory","Business",11.2808164
"637",2005-01-01,"Alice Springs","Northern Territory","Business",9.2443086
"638",2005-04-01,"Alice Springs","Northern Territory","Business",7.9536995
"639",2005-07-01,"Alice Springs","Northern Territory","Business",8.2999071
"640",2005-10-01,"Alice Springs","Northern Territory","Business",22.2565388
"641",2006-01-01,"Alice Springs","Northern Territory","Business",12.048289
"642",2006-04-01,"Alice Springs","Northern Territory","Business",8.422068
"643",2006-07-01,"Alice Springs","Northern Territory","Business",9.249005
"644",2006-10-01,"Alice Springs","Northern Territory","Business",9.705743
"645",2007-01-01,"Alice Springs","Northern Territory","Business",12.1917278
"646",2007-04-01,"Alice Springs","Northern Territory","Business",14.5493314
"647",2007-07-01,"Alice Springs","Northern Territory","Business",9.4196439
"648",2007-10-01,"Alice Springs","Northern Territory","Business",8.3474067
